"form","useless","comment"
"0.0","0.0","衣服好喜欢啊。质感超好，无色差，穿上显得好有档次。买了它是正确的选择～～ 衣服收到了。颜色很亮，面料很柔软，穿着也很舒服，自我感觉很满意，款式我很喜欢，很大方，很简约，修身的，不错。 衣服料子不错，夏天穿很透气，吸汗效果好，比较轻薄休闲，可以把身材的缺点遮盖，不错，没有色差。"
"0.0","0.0","上身效果非常好 衣服也很百搭 没想到这么便宜质量还这么好 下次还好再来的衣服面料真好极了，厚实保暖，上身以后显瘦，先买了一件，又追加买一件送朋友，超极喜欢！赞赞赞赞赞赞赞赞！锁定这家了，今后就在这买了！这个价钱买到这样的衣服，很值！比我之前在别家买的黑色的要厚一点，喜欢！面料特别舒服 颜色很正 搭配衣服很漂亮以为11拿货会很慢，本以为担心衣服质量怎么样呢？没想到我拿到打开衣服比我想象中的还要好，款式很新颖，衣服的面料摸着柔软，质量也很好，关键价格还便宜太好了，没想到这么便宜的价格，可以买到这么好的衣服，"
"1.0","1.0","此用户没有填写评论!"
"1.0","1.0","宝贝以收到很漂亮，跟图片一模一样没有色差，物廉价实，衣服的质量可以，有时候上百元的衣服都没这质量，网上以经有那么多的好评价我就不多说，物流也很快，服务到家我在这里给六星好评，我是这样说的，相信不相信是大家的事。这次购物我非常满意，非常满意。"
"0.0","0.0","衣服上面有一大个色点"
"0.0","0.0","这衣服质量太差了，领子宽窄不一样，下摆也是，还是脏的"
"0.0","1.0","这件不错，大小也合适"
"0.0","1.0","衣服很好，价格便宜，真心不错。非常满意"
"0.0","0.0","收到货时包装完整，衣服穿着也挺合身的，里面都是绒毛，所以也很暖和，而且也没有什么异味，然后就是布料的接口，希望能有更好的办法，可以穿起来更舒服点"
"0.0","0.0","发来脱线的衣服，袖口脱线，另一个也脱线呵呵呵了，这质量，实在不敢恭维。退货还得发快递，就不能重新发个，搞得这麻烦。运费还得讨要，要不要得来还得另说"
"0.0","0.0","衣服质量不错加资本化绒穿着很舒服卖家推荐的码数也很合适。物美价廉"
"0.0","0.0","面料不好，味道还很重，你说别人图便宜想买好货是不太可能，但你这个写得这么好，拿到货质量这么差，味道还这么重，真心不知道这原料到底是哪来的，还是建议卖家别做活动低价卖这衣服了，去把好点的衣服去推广推广吧，这样店的口碑还好一点"
"0.0","0.0","衣服质量可以"
"0.0","1.0","衣服好"
"0.0","0.0","衣服很漂亮 老公很喜欢"
"0.0","0.0","不好开线了"
"0.0","0.0","不错穿着很舒服，不冷哦"
"0.0","0.0","衣服号码偏小，质量一般！尼绒的、绒薄，不是说的那样厚，一分价钱一分货是真理！考虑到卖家也不容易，来回退换也麻烦，就不退换啦！"
"0.0","0.0","图片和衣服差好多，穿上的感觉很不舒服，衣服臃肿"
"0.0","0.0","穿上去真是帅的一匹"
"0.0","0.0","我要的灰色回来成白色了，??"
"0.0","0.0","衣服很好，很舒服，都是绒，特别暖和"
"0.0","0.0","质量差，还敢来卖？本来不想评价的，！然后发短信来要评价，如图，卖家注意点，衣服我丢了，没拍到而已，不然给大家看看"
"0.0","0.0","布料有点薄到透光  图案掉漆"
"0.0","0.0","洗一次，就这样子了。希望你们别来这里买"
"0.0","0.0","差评差评，和图片完全不一样，之前买过一件，感觉还不错，就又买一件，没有货了就说，我重新选就是了，哎，什么服务！"
"0.0","0.0","说实话，这个质量了不怎么样？但是便宜我老公他自己选的，拿回来还没穿过，不知道上身怎么样？反正看起来质量不是很好的样子，但是就是便宜吧那句话一分钱一分货吧"
"0.0","1.0","这个价格   也就可以了  还不错 ????????????????????"
"0.0","0.0","穿着挺帅气，不贵。"
"0.0","0.0","不咋样 货都到了 衣服有污志"
"0.0","0.0","差评！恭喜店家！！！这是我网购多年来二次给的差评！刚开始我下单买薄款W12黑和薄款多条线黑两件。付款后十五分钟之内又联系店家改一下，买薄款w12黑和薄款W12灰，店家客服也答应改！但是今天我收到货发现发来的全是黑的，根本就不是我们商量好的薄款w12黑灰！拆开包装衣服有股浓浓的刺鼻气味，熏死！操！！！在便宜的衣服也不要这样搞吧??????"
"0.0","0.0","衣服穿上去码数很合适，布料也很好"
"0.0","0.0","这个东西超不值，本来到手就要退货的，但是想到麻烦，所以没退，建议大家别买，反正我是后悔了。图案是油漆喷的，几块布连起来的水货。"
"0.0","0.0","衣衣还是不错的，虽说颜色发错了，但这款颜色也是不错的，属于百搭款，面料也可以哦，所以各位亲抓紧下单吧"
"0.0","0.0","很柔软，大小合适，衣服有些线头留在外面，需要自己处理！"
"0.0","0.0","有一些不知道什么鸡把东西的东西"
"0.0","0.0","垃圾，别买"
"0.0","0.0","质量是不是有点差？"
"0.0","0.0","物流很快。物超所值，不过我建议买宝贝的拍大一号。我165拍的m加绒，穿着有点小了！还有就是线头，不过小问题了！"
"0.0","0.0","白色两件，有一件线头有点多，几处污渍。这次购物很不愉快。"
"0.0","0.0","两个字极差，不知用什么布料做的，穿起来不舒服，以后不在网上买衣服，最好去实体店买"
"0.0","0.0","起球了都"
"0.0","0.0","里子后背这有条愣，穿着不舒服！"
"0.0","0.0","什么东西？说话不算数 大家不要和他买衣服，全部是假的拿回来穿，也不能穿谁买谁后悔？"
"0.0","0.0","一点也不好???买的时候真后悔"
"0.0","0.0","衣服收到了，挺快的。尺码标准穿上大小正合适。满意的一次购物！"
"0.0","0.0","衣服还可以，绒虽然不是很厚，但是打底刚刚好。尺码的话，个人建议买大一号"
"0.0","0.0","尺码刚好衣服很合身，布料柔软，没有色差，店家发货快速，以后要买还会回购的！"
"0.0","1.0","挺不错的，非常好看，价格也比较实惠真心不错，点个赞??"
"1.0","0.0","是一个好评模版，因为本尊很懒，不想每个产品 都写一遍好评，所以特地写下这个模版备用。但是这个产品无论质量还是外形等等...肯定是本尊真心喜欢、真心满意的。如果不喜欢的话，本尊收到东西肯定会很生气，然后用上别外一个喋喋不休的、抱怨的差评模版。所以这里也给各位想购买的宝宝们一个参考，这个产品还是值得肯定和购买的。 来自一-位懒惰的网友。哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈"
"0.0","0.0","手感觉不错，没问题。下次在来买"
"0.0","1.0","穿上非常舒服，完美的很，安排！"
"0.0","0.0","质量还行，款式也好看，值得拥有。"
"0.0","0.0","上身效果特别好，这个价格买这样面料的衣服真是值了。"
"0.0","0.0","必须要有穿打底的，其它还好吧"
"0.0","0.0","衣服很好，大小合适 ，               ，穿着也很暖和，，，，下次还会来的。。。。"
"0.0","0.0","效果不错做工完好。"
"0.0","0.0","刚刚拿到手，还没有穿。感觉就是卖家秀吧，比图片差挺多的，领子不好看，还有不像打底的，还没有穿在身上就知道衣服腰身肥大"
"0.0","0.0","真的是一星都不想给，买件M能发大几个码给我，这么不负责的店第一次见到，处理又处理不好趁早关门。"
"0.0","1.0","衣服挺好看的，以后再来！"
"0.0","0.0","穿起来很暖和，质量也很好呢，打算给我弟弟也买一件。"
"0.0","1.0","衣服很好还可以选很多款式的还可以选加绒，价格也比较合适，很值得购买。"
"0.0","1.0","不错(*?&acute;╰╯`?)?好评(o^^o)"
"0.0","0.0","还没穿，第一次有问题，给换了，"
"0.0","0.0","包装挺好，价格便宜，一次购买两件，穿起来很帅气，"
"0.0","0.0","差，衣服里面的缝合线相当大，穿起来非常不舒服 差，不透气，穿上之后不觉得暖和只感觉闷热，里面的绒只有薄薄一层，什么时候都不适合穿， 一般，跟牛仔裤似的 L 一般，我本来不想评价的，回访客服发短信给我，让我评价一下。"
"0.0","0.0","给了好评对不起自己收到的东西 不给好评对不起下图销售人员 保持沉默 不作评论"
"0.0","0.0","质量太差。"
"0.0","0.0","这衣服是拼接的，拼接处粗糙刮到皮肤很不舒服领口很袖口简直就像纱布一样，上下大小不对称穿起来上面大下面小"
"0.0","0.0","衣服质量很不错，面料很舒服，上身效果也不错"
"0.0","0.0","淘到的宝贝很好，试样也不错，特别是穿在身上也很暖和。"
"0.0","1.0","挺好看的舒服实费和团队采访了107个家庭、翻遍近几十年美国社会的各种统计资料后，帕特南得出了一个残酷的结论：在美国，阶层流动几近停顿，穷人再努力，也是出头无望。  情形有多严重呢？我们可以从一个侧面感受下"
"0.0","0.0","质量太差了，袖口和袖子一样宽。拼接的也不好。"
"0.0","0.0","衣服很好，不掉色，而且很好看，买给弟弟的只是现在还在洗衣机里，不方便拍照片，反正物超所值！喜欢的亲们可以果断下手，弟弟特别喜欢，说很保暖而且版型好看，好评啦，老板生意兴隆发大财哈"
"0.0","0.0","一次购买两件，价格不贵，大小合适，穿起来挺漂亮的，喜欢。"
"0.0","0.0","下面两张图片可以说明一切，跟商家协商已同意衣服换小一码的，可是衣服寄过去了却一直没回应，不是没回应而是敷衍了事的回应，现在运费险过期了，运费险12元还得自己出，我买个19元的衣服我容易吗？"
"0.0","0.0","天太冷，退闲麻烦。只能说便宜没好货，真的质量太差。。"
"0.0","1.0","可以可以的衣服还可以"
"0.0","0.0","老公穿的，还可以"
"0.0","0.0","衣服还可以，就是买回来没时间试一下，偏小了，别的没什么"
"0.0","0.0","质量挺好的"
"0.0","0.0","衣服不错。也暖和"
"0.0","0.0","衣服挺不错的，面料挺好的，做工精细，款式新颖。弟弟特别喜欢，打算在买一件"
"0.0","1.0","好看好看"
"0.0","0.0","衣服很好 我买的太小了 退换  卖家也很耐心的给我介绍怎么操作 退换速度也很快而且还有理赔 真心支持这家店"
"0.0","1.0","很不错的一件衣服！"
"0.0","0.0","好不好的就不说了，还有一股子异味，说不出来的味道，没见过这么次的衣服，劝大家不要买了"
"0.0","0.0","1，物流将近20天才到！2，申请退货一直没回复，直到淘宝自动退货！3，因为时间错过现在拒绝给退！4，尺码比正常号偏小"
"0.0","0.0","这就是你们的衣服？？？"
"0.0","0.0","店家服务非常好"
"0.0","0.0","号偏小点，有破洞，失望，做生意不容易给五星吧"
"0.0","0.0","衣服很好！跟保暖！这个价钱能买到这样的衣服真的是值了！"
"0.0","0.0","衣服很好！很保暖！"
"0.0","0.0","175，74，2XL太小，换了3XL白色，舒服，衣服还行，客服态度不错"
"0.0","0.0","衣服摸上去挺舒服的！就是快递不行，这都是什么啊？一个包裹搞成这样，今天拿到手上都不爽，拿到手上还一手的灰，还好衣服还有一个包装袋！一个小小的包裹就是三处破洞"
"0.0","0.0","衣服的质量差到极点，跟一次性一样穿没有多久印花就掉出来了"
"0.0","0.0","质量杠杠滴，试穿了一下，大小合适。衣服面料很舒服。赞一个！"
"0.0","0.0","好不好自己看去，就穿一天的效果，，，按这种速度，我想如果穿个三五天效果就更明显了，一件可以变两件，一点毛病也没有，，，，，"
"0.0","0.0","衣服价格很实惠便宜，布料不错款式也好看。"
"0.0","1.0","很好宝贝刚到"
"0.0","0.0","衣服收到很满意，质量也好，等天气冷一点，还会继续购买"
"1.0","1.0","此用户没有填写评论!"
"0.0","0.0","布料超级差，不过价格就这么多，很薄，不吸汗，不透气"
"0.0","0.0","大家千万不要买这衣服，这个卖家是骗子，我问他能不能机洗，然后他说可以，我还问他有没有弹性，他也说没有，可是货到了却有弹性，还有很大的弹性。建议大家不要买这衣服。漂亮而便宜的衣服大家不要买。没有好货的。"
"0.0","1.0","好  很好  非常好。  希望以后越来越好"
"0.0","0.0","这个就有点郁闷了，要白发黑，效果就这样"
"0.0","0.0","这种布料是我想要的那种，含棉成份少，感觉不错，做功也好。"
"0.0","0.0","衣服挺暖和的，穿着也蛮舒服合身的，不错的衣服，价格也蛮便宜的呢"
"0.0","1.0","好好好看 超值"
"0.0","1.0","合适 好 精细 很不错的"
